Bank,review_text,review_score,english
VPBank NEO,Good one,5,1
VPBank NEO,Very bad,1,1
VPBank NEO,rather good,4,1
VPBank NEO,great app,5,1
VPBank NEO,It's good,5,1
VPBank NEO,App not support android 9,3,1
VPBank NEO,Unable to login. Useless app,1,1
VPBank NEO,Perfect app!,5,1
VPBank NEO,Trash!,1,1
VPBank NEO,Good app.,4,1
VPBank NEO,Nicely done,5,1
VPBank NEO,Perfect,5,1
VPBank NEO,Rat tot,5,1
VPBank NEO,Goods app,5,1
VPBank NEO,Not,1,1
BIDV SmartBanking,New interface looks modern and appealing.,5,1
BIDV SmartBanking,"Disconnection, UI bugs... occur too frequently!",1,1
BIDV SmartBanking,"Many times failed to do tasks, kind of irritating",2,1
BIDV SmartBanking,Really useful and easy to manage,5,1
BIDV SmartBanking,The new version cost over 170MB. Sorry but it just too much for a banking app,3,1
BIDV SmartBanking,I cannot log in since it required me to check the internet connection thousand times. Please fix it asap.,1,1
BIDV SmartBanking,"I have to redownload for a while of non used, because of no confirm code message at most of time",3,1
BIDV SmartBanking,"Worked fine before, now it crashes on startup",1,1
BIDV SmartBanking,I can not log in somehow even I did type in ABSOLUTELY CORRECT password :),1,1
BIDV SmartBanking,Cannot use after updating to android 12,1,1
BIDV SmartBanking,Need more fast speed and allow to tranfer bill anytime,3,1
BIDV SmartBanking,"Great app, smart and user friendly platform",5,1
BIDV SmartBanking,"Deduct a lot of fee as many different bank in VN, app doesn't stable.",1,1
BIDV SmartBanking,Nice & apparent user interface!,5,1
BIDV SmartBanking,"When I withdraw money or do something with the money, it no longer sends me notification =((",3,1
BIDV SmartBanking,Can't turn on fingerprint for login,1,1
BIDV SmartBanking,Easy to navigate. Easy to use,5,1
BIDV SmartBanking,Great app! Prompt response in rectifying app error.,5,1
BIDV SmartBanking,cant sign in 🤬🤬😠😠😬😬😵😵👎👎👎,1,1
BIDV SmartBanking,Please upgrade this app. It's quite bad and inconvenient,1,1
BIDV SmartBanking,Stable and friendly app,5,1
BIDV SmartBanking,It 's ok! Cannot open by touch ID from the third app!,4,1
BIDV SmartBanking,I'm unable to paste my password to the textbox. Why?,1,1
BIDV SmartBanking,This app is very slow and only few function,1,1
BIDV SmartBanking,"Always in maintainance, in the afternoon, in the evening, in midnight, i'm fed up with it",2,1
BIDV SmartBanking,Good app and easy to use for a financier🥰,5,1
BIDV SmartBanking,"Great, UX/UI and performance of this app was improved. Thanks dev team!!!",5,1
BIDV SmartBanking,Such an useful and up-to-date banking app,5,1
BIDV SmartBanking,"If you don't have a Android or Apple smartphone, you cannot use the internet banking. Blackberry users hate this update.",1,1
BIDV SmartBanking,Great and useful app for 🇻🇳 bank,5,1
BIDV SmartBanking,By far the worst customer support. Doesn't support customer at all. Disgrace and disrespect!,1,1
BIDV SmartBanking,really easy to use,5,1
BIDV SmartBanking,System mainternance without notification and we can't receive money from partner.,1,1
BIDV SmartBanking,It is the best smart banking app ever,5,1
BIDV SmartBanking,"Good, fast & reliable",5,1
BIDV SmartBanking,I updated but i cant open this app,1,1
BIDV SmartBanking,very stupid and confused instructions,1,1
BIDV SmartBanking,Awesome update! This change make me feel better about Vietnamese bank future!,5,1
BIDV SmartBanking,Better and smoother application,5,1
BIDV SmartBanking,"I can't even open this app, it close right away",1,1
BIDV SmartBanking,crash usually happen,3,1
BIDV SmartBanking,Take ages to enter your DoB. Have to swipe thousands times to reach to yoir DoB. Otp never comes!,1,1
BIDV SmartBanking,This app is horrible on so many levels.,1,1
BIDV SmartBanking,"It is very useful, you can pay via VNpay using this app",5,1
BIDV SmartBanking,A wonderful app for customers,5,1
BIDV SmartBanking,Lots of errors,1,1
BIDV SmartBanking,"try: exec id su: /d/shrinker/ Tran khanh PG Doc BIDV pay Tho java.io.IOException: Error running exec(). Command: [/d/shrinker/ Tran khanh PG Doc BIDV pay Tho] Working Directory: null Environment: null java.io.IOException: Not a directory process is null java.io.IOException: Error running exec(). Command: [/d/shrinker/ Tran khanh PG Doc BIDV pay Tho] Working Directory: null Environment: [ANDROID_ROOT=/system, EMULATED_STORAGE_SOURCE=/mnt/shell/emulated, MC_AUTH_TOKEN_PATH=/efs, LD_PRELOA",5,1
BIDV SmartBanking,Very good banking application.,5,1
BIDV SmartBanking,sever slow otp system sucks,1,1
BIDV SmartBanking,it's great with otp inside,5,1
BIDV SmartBanking,very difficult for confirm QR code.,1,1
BIDV SmartBanking,cant turn on biometric options,2,1
BIDV SmartBanking,Confused and stupid app!,1,1
BIDV SmartBanking,Too much update!😕,3,1
BIDV SmartBanking,Too bad for an app from such company like BIDV,4,1
BIDV SmartBanking,It is hard to use,1,1
BIDV SmartBanking,It's alway can not access at this moment!!!,1,1
BIDV SmartBanking,Cannot receive OTP,1,1
BIDV SmartBanking,such a nice app,5,1
BIDV SmartBanking,"I can't download, help me",1,1
BIDV SmartBanking,a bad service,1,1
BIDV SmartBanking,Best banking app made by VN,5,1
BIDV SmartBanking,Love this app for banking,5,1
BIDV SmartBanking,I can't download this app,1,1
BIDV SmartBanking,It's useful,5,1
BIDV SmartBanking,Good app for me,4,1
BIDV SmartBanking,Never use this bank again,1,1
BIDV SmartBanking,good fir using,5,1
BIDV SmartBanking,It's good!,5,1
BIDV SmartBanking,The best ever,5,1
BIDV SmartBanking,Some time wrong,3,1
BIDV SmartBanking,Where is my OTP CODE?????,1,1
BIDV SmartBanking,Thats good.,5,1
BIDV SmartBanking,Poor service,1,1
BIDV SmartBanking,Great app,5,1
BIDV SmartBanking,For new version,5,1
BIDV SmartBanking,Tot,5,1
BIDV SmartBanking,Usually disconnect,1,1
BIDV SmartBanking,Great app!,5,1
BIDV SmartBanking,Great app.,5,1
BIDV SmartBanking,It's good,5,1
BIDV SmartBanking,Smooth,5,1
BIDV SmartBanking,Tot,4,1
BIDV SmartBanking,Crash,1,1
BIDV SmartBanking,"Request so many not related permissions, server is down quite frequently",1,1
BIDV SmartBanking,trash app,1,1
BIDV SmartBanking,Good app,5,1
BIDV SmartBanking,Good app.,5,1
BIDV SmartBanking,Very functional,5,1
BIDV SmartBanking,Good app!,5,1
BIDV SmartBanking,Good Services.,5,1
BIDV SmartBanking,It s ok,4,1
BIDV SmartBanking,Giao dien moi rat than thien,5,1
BIDV SmartBanking,Not support finger print on Note 4,2,1
BIDV SmartBanking,Good app 👍,5,1
BIDV SmartBanking,CRASH when check new info!,1,1
BIDV SmartBanking,"No English, only Vietnamese :(",1,1
BIDV SmartBanking,Cant be installed.,1,1
BIDV SmartBanking,Quá tuyệt vời. Best banking software ever known and used!,5,1
BIDV SmartBanking,It help me to save the time so much !!!,5,1
BIDV SmartBanking,Great,5,1
BIDV SmartBanking,Love it!,5,1
BIDV SmartBanking,"Super quick mobile banking, love it!",5,1
BIDV SmartBanking,Good service,5,1
BIDV SmartBanking,Should add language options. Should add English.,1,1
BIDV SmartBanking,Changing password has a trouble with character '\'.,3,1
BIDV SmartBanking,Like shjt always maintaining.,1,1
BIDV SmartBanking,Great!,5,1
BIDV SmartBanking,I loved it,5,1
BIDV SmartBanking,Perfect app,5,1
BIDV SmartBanking,Good and fast,5,1
BIDV SmartBanking,Good App,5,1
BIDV SmartBanking,No English Version!!!!!!!!,1,1
VietinBank iPay,"Cannt log in, bad app!",1,1
VietinBank iPay,can't save finger print for next login.,3,1
VietinBank iPay,The online registration always fail after scanning ID card,1,1
VietinBank iPay,Best banking app I have ever used! Thanks!,5,1
VietinBank iPay,The new design of the app is great. I really like it.,5,1
VietinBank iPay,Was terrible. Improved a lot recently. Now it's great. 👍,5,1
VietinBank iPay,"Good app, good service, the best bank of VN",5,1
VietinBank iPay,Terrible. Don't use this apps (and this bank) unless you want to be furious at their stupid policies. How could it be this awful?,1,1
VietinBank iPay,I think all the good reviews are posted by Vietinbank staff. They're forced to do it for keeping their job.,1,1
VietinBank iPay,Cant log in all the time😤,1,1
VietinBank iPay,Bad saving information!!!,2,1
VietinBank iPay,Very nice update. Great,5,1
VietinBank iPay,Haha :)) your update preview is so sweet. Try hard dev,5,1
VietinBank iPay,fix your about me page ...and stop begging. you deserve to be fired.,1,1
VietinBank iPay,Pls! compare with Android 10,4,1
VietinBank iPay,cannot download,1,1
VietinBank iPay,Can't update,1,1
VietinBank iPay,Your developers are so humorous. :),5,1
VietinBank iPay,"It's well app.I'd give for star,fisrt",4,1
VietinBank iPay,giving you 5* for keeping your job and feeding your family. Cheers,5,1
VietinBank iPay,Everything is good,4,1
VietinBank iPay,the banks is verry good,5,1
VietinBank iPay,you get a job or retired.,1,1
VietinBank iPay,How to update,2,1
VietinBank iPay,Im really impressed for what viettin's supporters did to me,5,1
VietinBank iPay,Lag and crash,1,1
VietinBank iPay,BIDV >>>>>>>>>>>> Viettinbank. What a joke of a bank.,1,1
VietinBank iPay,Bien ban moi cua viettinbak ipay rat tot,5,1
VietinBank iPay,"Ever since the update, the app keeps making my phone restart why I try to log in.",1,1
VietinBank iPay,suck,1,1
VietinBank iPay,Good app!👍👍,5,1
VietinBank iPay,Perfect!,5,1
VietinBank iPay,It's free,5,1
VietinBank iPay,It is ok,4,1
VietinBank iPay,Easy to use for now.,5,1
VietinBank iPay,Good app,4,1
VietinBank iPay,Good app,5,1
VietinBank iPay,pretty good,4,1
VietinBank iPay,good experience,5,1
VietinBank iPay,good app,5,1
VietinBank iPay,Tot,5,1
VietinBank iPay,It not allow to take screenshot. To secure? It not good for my business.,3,1
VietinBank iPay,"Why they are deducting my balance whenever I open the ap????? Why you introduce this scam ap???? Banking in Vietnam for so long, but this EXPERIENCE IS TERRIBLE",1,1
VietinBank iPay,Nothing to write !!!!!,3,1
VietinBank iPay,Chua cho rut tien tu Western Union,3,1
VietinBank iPay,Very good app,5,1
VietinBank iPay,"Very bad. Not worth to put your money there. I have tried to buy pre-paid mobile card, but it do twice transactions at two time with the loading icon. Also, their support is useless.",1,1
VietinBank iPay,I am feel safe and fast,5,1
VietinBank iPay,New version is fast and reliable,4,1
VietinBank iPay,It is great.,5,1
VietinBank iPay,Great!,5,1
VietinBank iPay,Great app,5,1
VietinBank iPay,Secure and mobility,5,1
VietinBank iPay,Good application,5,1
VietinBank iPay,Love it :),5,1
VietinBank iPay,Great mobile banking app with many useful functions,5,1
VietinBank iPay,Worked as expect,5,1
VietinBank iPay,Good app!,4,1
VietinBank iPay,The Best bankingapp,4,1
VietinBank iPay,It's look like the underware !,1,1
VietinBank iPay,Good apps,5,1
VietinBank iPay,thank,5,1
Co-opBank Mobile Banking,Language can't be understood,3,1
Co-opBank Mobile Banking,It has a foreign language I can't understand change to English.,1,1
Co-opBank Mobile Banking,Language can't be understood,1,1
Co-opBank Mobile Banking,"Because this app is quite new, I have countered so many errors that drive me crazy. Now I am required to do many complex paperwork amidst social distance. Cannot like this even just a little bit ;.; App mới nên nhiều lỗi lắm ạ. :((",1,1
Co-opBank Mobile Banking,"Best of the best app,very fast.",5,1
Co-opBank Mobile Banking,Co-operative Bank is my choice,5,1
OCTO by CIMB,"App loading is slow. Some features doesn't work well in partner app (finhay). Try to transfer money but fail due to some ridiculous system errors or setting. 1/ the session time out error. Although I just login for 2-3 minutes 2/ when I try to type my password for the transmission, U only give me only some second even though the clock points out that there are 1:30 minutes but It runs like an leopard on the savan. Finally, It turns out to be the problem of octo shield... Please improve this app",2,1
OCTO by CIMB,"App is very slow and having issues all the time, especially bill payments. My saved bills are sometimes disappeared for no reason and I could not even manually pay for them since the payment box just not display. Customer service not being helpful as all they ask you to do repeatedly is reinstalling the app which I find so incovenient when I have to input endless login information and take selfies. PLEASE HAVE IT FIXED!",1,1
OCTO by CIMB,"Apps interface is nice, but quite slow connection happens when changing each windows ( card, loan, transaction inquiry,etc). Requires to entry username and password everytime, should have been better if the bank implements Login by Fingerprint. Lastly, where do I find my account number (not the debit card number)?",3,1
OCTO by CIMB,"This app can enable us to replace our card properly without moving it an inch from the its safety place, which is a good point of this app. And also the SMS service is really fast and accurate.Finally, the most appreciated function of this app is 24/7 octo chat which is fast-replying and 24/7.",4,1
OCTO by CIMB,Good user interface but slow performance. Should improve the sign in process because it is unconvenient to type the username and password for too many times.,3,1
OCTO by CIMB,"Update: it's my fault that my account d not been activated yet. All done now, cusomer service s good, all of my transfers re fast and free. Highly recommend!",5,1
OCTO by CIMB,"Good performance, nice interface, convenient to use and great service.",5,1
OCTO by CIMB,Too slow and crash!,2,1
OCTO by CIMB,"For the last few weeks, I haven't been able to complete any purchase using octofast visa card due to no otp code received. I tried to contact customer service for many times and they asked me the same thing every time, not mentioned what they were going to do. Now my money is stuck within the card. And customer service is really helpless.",1,1
OCTO by CIMB,This bank is either a joke or scam ... Can't verify a selfie! Isn't this your proud feature! I can't access my account and money for 2 days already because OCTO! can't verify a selfie?! Just chat with robot and wait and wait until it is convenient for CIMB! Does customer service mean anything to you? Constant app failure while it is the only method of communication with this bank ... It is the online bank!!! Not to mention buying 5 star reviews on Facebook app. Run ...,1,1
OCTO by CIMB,Great experience! Seamless sign up n kyc process. The UI design with beautiful card layout is nice. Love it!,5,1
OCTO by CIMB,Bank service is very good but app need improve in login step. Need to add biometrics login like fingerprint or face id.,5,1
OCTO by CIMB,It's easy to use and the customer service is quite good. Quite helpful app with good promotions,5,1
OCTO by CIMB,Only 2 months old but I find this application very good in transferring money to the account with high security. I will recommend it to my friends because of these useful features.,5,1
OCTO by CIMB,cant not login after reinstalling many times. find and hire the best software engineers!,1,1
OCTO by CIMB,Great experience! This app and bank sevice is very good.,5,1
OCTO by CIMB,App is quite slow so it takes so long to process any task. The appearance is friendly and easy to use.,3,1
OCTO by CIMB,Great Digital Banking App. You all have to try it!!!,5,1
OCTO by CIMB,Great design and good signup experience. Like it!,5,1
OCTO by CIMB,"Good UI, nice overall experience worth 5 stars",5,1
OCTO by CIMB,"Can't login,,,,please make it simple",1,1
OCTO by CIMB,It is very slow.. 😬😬 please improve.,1,1
OCTO by CIMB,Slow and always error,1,1
OCTO by CIMB,"Overall a really well developed app, recommended",5,1
OCTO by CIMB,Excellent app - ref to use,5,1
OCTO by CIMB,"Great apps, everyone should try this",5,1
OCTO by CIMB,Bad sign up ! Bad customer service !,3,1
OCTO by CIMB,"very bad app, can't do anything at all",1,1
OCTO by CIMB,Very stupid apps Very stupid and annoying staff,1,1
OCTO by CIMB,Good verry good and helpful....,5,1
OCTO by CIMB,I hope also they give me chance to approve for additional income for my ethereum business which is powered by etherscan,5,1
OCTO by CIMB,Can't do anything with this app,3,1
OCTO by CIMB,good apps for everybody..,5,1
OCTO by CIMB,This app is only for those people who live in vietnam..,1,1
OCTO by CIMB,Can't login,1,1
OCTO by CIMB,Great!,5,1
OCTO by CIMB,Tot,5,1
OCTO by CIMB,too slow,1,1
OCTO by CIMB,Great app,5,1
OCTO by CIMB,Nak download asal no respon sial !,1,1
OCTO by CIMB,Good app,5,1
OCTO by CIMB,Definitely good,5,1
OCTO by CIMB,friendly app,5,1
SC Mobile Vietnam,"The app function poorly. It works and then it stop working. Sometimes it works smoothly, fast and all, but sometimes it's impossible to log in.",2,1
SC Mobile Vietnam,"Edited to raise this to five stars. They contacted me personally. And assured me they would fix it in the latest app update. And they did. Great customer service! ***** Great, now I can't take screenshots of my transactions when they're finished, and since this isn't a feature of your app like it is my other bank, now I have no way to take a picture that I just sent the transaction. Please either add an automatic screenshot feature, or re-enable being able to take a screenshot.",5,1
SC Mobile Vietnam,"Very poorly designed app. Often glitchy and displays error messages. Password can mysteriously stop working in app while still working on browser, customer service solution is to reset password. App developers seem unaware or uninterested in finding a solution.",1,1
SC Mobile Vietnam,"I know you guys have to being worked very hard to improve this mtfk app. But, it too lag. Hanoi is raining right now and i cant open app to tranfer money to my account to book a taxi. The card got declined. You guys need to help me fix this. A lot of bugs, i don't want to being disappointed about this international bank app. Thanks.",2,1
SC Mobile Vietnam,"Worst app ever. Very big inconvenience when you are hurrying to pay and transfer money, then the app keeps loading and kicks you out then keeps loading and loading. Trash.",1,1
SC Mobile Vietnam,I cannot log in and it happen very often!,1,1
SC Mobile Vietnam,"What a stupid app, bad experience. I checked the account info, and it mentioned that there is a previous payment needs to be paid, even I actually paid it last month but the app have no update on the card details. If you dont remember or recheck, you may pay 2 times for the same period.",1,1
SC Mobile Vietnam,"Biometric login simply doesn't work! I enable it, receive confirmation by text. And the next time I open the app it asks me to login to enable it, in options it's marked as disabled. Stupid bug which lasts for longer than 2 months now without any fix. Clearly the bank doesn't care about the the user experience.",1,1
SC Mobile Vietnam,"Ever worst banking app!!!!! 1. I want to redeem my travel miles, the UI asked to check the box to redeem. I did, but after doing that, there's no confirmation about task completion!!! I can't know whether my order (redemption) is done or not??? 2. When navigate to previous screen, it always close the app and I have to re-login. Takes alot of time!!!",1,1
SC Mobile Vietnam,"There are have a lot of defects. For instant, currently I created an transaction in order to transfer my money to a local bank account. However, It is over my balance and can be made a transaction. It should be covered inside the App. Further more, the currency is duplicated in the app after making a failed submission. Additionally, this app is not satified with usability for the user. I've already feedbacked to the Customer care. Please check!",1,1
SC Mobile Vietnam,"The app has prevented me from logging in for a while eventhough I can still do it on the web. I deleted and reinstall the app to see if it was only because of the version. It still does not work and now I can't log in on any device cause it asks for the code from my mobile app, which got logged out after the reinstallation.",1,1
SC Mobile Vietnam,There are so many bugs in their online system. Can't set up new money transfers because of a bug in the name field. Can't see my credit card balance because it is delayed by a month. I complained in person in the bank and showed them the bugs. Nothing has been improved. Absolutely terrible service.,1,1
SC Mobile Vietnam,"The UI is ugly and terrible, also the Ux. If you press back button, you can not go back to the previous page. You have to select home page at the top corner, then navigate again. I cant believe now we are at 2021 nearly 2022. And we still have to suffer this bad UX app like this.",1,1
SC Mobile Vietnam,"The bank is quite good as it is but the application is so bad. Cannot use fingersprint, bad performance, slow content loading, not friendly user interface. Hope it can be upgraded someday.",2,1
SC Mobile Vietnam,"This is pathetic for such an established bank. The app is literally a mobile wrapper, and yet run incredibly slowly, very prone to bugs, glitches and provide no alternative to signing in. Worse yet, when the app is unresponsive, signing in via website will require a prompt generated inside the mobile app, which was UNAVAILABLE in the first place.",1,1
SC Mobile Vietnam,"Worst banking app ever! Really hard to navigate within the app. Whenever I try to go back to a previous screen, it always closes the app without asking me. Also, the loading speed is super slow!",1,1
SC Mobile Vietnam,"Very terrible. Inconvenience for users 1. The app runs very slow. 2. Always in unstable status. 3. If the app has problem, there is no any alternative to log in via website. The logic of the app and security is very bad idea.",1,1
SC Mobile Vietnam,"The most stupid app I have ever used. It shows that SC Vietnam doesn't care about their clients at all. After the update, I can't login for days, error messages show up constantly as always. Customer support does not exist, they don't bother to reply to negative reviews here, that says it all. Now you are forced to register SC Mobile Key if you want to continue to use the app, it's not convenient if you can only access your account from one and only device. Sorry I will change my bank.",1,1
SC Mobile Vietnam,"Such a suck app. It took me an hour to login to the app and i still dont know how i could login. I had to try 2 times with the app, it said wrong credential, then had to login via web to reset the lock counter, then try the mobile app again. Could not recall how many times i repeated those steps. Now i cannot login to the web app because dont know how to generate 6 digit authentication code.",1,1
SC Mobile Vietnam,"Not user friendly at all!!! The app constantly says ""unable to process request"" when I trying to transfer money, so what the point of downloading a mobile banking app :)?",1,1
SC Mobile Vietnam,"This app is awful. I regret to make an account at this bank to use this stupid application. Considering all comments here, I think no one takes care user's feedbacks. However, I still give some feedback here: - The UI is extremely ugly, and it looks like made from the 1990s. - The UX is the joke. Example: you go to some sub-screen, then you cannot go back. If you go back by pressing Android's back button, they will close the app. - Super slow. You need to wait 10 seconds every time you open the app, then wait another 20 seconds just for login. I think the bank has dedicated this application to one dreadful outsource team. I recommend Standard Chartered Vietnam should switch to another team and build it again. This app cannot be saved. P/S: Many outsourced teams can deliver wonderful applications, please email me if you need one ;)",1,1
SC Mobile Vietnam,Quite difficult to use and poor functionality.,1,1
SC Mobile Vietnam,Very bad. App crash,1,1
SC Mobile Vietnam,Terrible performance app. Some screens have no back button and when press android back button I am kicked out of the app. All the bad things seem like sc don't care about user's experience.,1,1
SC Mobile Vietnam,"So now you have to login twice with unclear instruction, whoever thought of this system clearly didnt test it before rolling out. Please think things through and read the feedbacks. Nov 2019: App crash and can't start while online login force you to use app, are you joking? Nov 2020: Bug all the time, not from app then from card.",1,1
SC Mobile Vietnam,"Difficult to use, slow logging in. Ledger balance and available balance are different for what? I just need to know the real time balance (not ledger balance!) and you don't show me that. The ledger balance is ridiculous to show!",1,1
SC Mobile Vietnam,"Press Back and then kicked out and cannot sign in back again. Notification is ""service not avai temporarily..."". I call the care center, they said because my wifi is not good. But can wifi go bad whenever I press Back? Suffer this problem for too long. How can you guys claim yourself global standard with rubbish app like this???",1,1
SC Mobile Vietnam,"Crashed all the time, uninstalled and re installed. But still crashed, so frustrated. Logged in on the web version, being asked to verify on the phone app 1st :).",1,1
SC Mobile Vietnam,"Worst bank app ever. The UX/UI are both bad. Some tabs are even useless. Information updated so slow, I spent out a lot of money already but it still shows 0 DR. I cannot control or follow how much did I spent or else. This app even worse than VCB app or Vnpay and cannot be compared with Momo. If you are serious in e-banking at least use money on good development agencies.",1,1
SC Mobile Vietnam,"Too bad, always crash when I put app in the background, then can not login again until I clear storage. You should check the simple error like this before you release app to end user. Too bad again!",1,1
SC Mobile Vietnam,"Wow, a global standard Bank with this bugging banking app, can't connect, can't even login. How can I trust you with my money when your app is THIS GOOD?? great!",1,1
SC Mobile Vietnam,"First time I open app, it asked ""đồng ý"" without showing up what it's requiring for. I guess this is a virus, not finance app. Everyone should not install it, you can be hacked. 🤣",1,1
SC Mobile Vietnam,Lost session when resume,1,1
SC Mobile Vietnam,"Troublesome to use, app keeps on loading on log in page for 5minutes and preventing user to log in. It was extremely inconvenient to use the mobile banking of SC before, now it makes users use mobile as token, the phone app prevents me from log in hence I cant log in to online banking website on pc as well!!!",1,1
SC Mobile Vietnam,"Stupid app ever, user interface does not friendly, seems like it was copied from the web base into an app. Too compicated steps to transfer money. very poor",1,1
SC Mobile Vietnam,"The app has crash continuously for 5 days without any information from the bank. I cannot do any transation, even via internet banking. Called to the hotline, they do not know when the app will be working again.",1,1
SC Mobile Vietnam,Slowest bank app I've ever used. It couldn't even load the log in page. Extremely annoy experience. Not sure if you seriously want your customer using your bank app. 1 star,1,1
SC Mobile Vietnam,"The system is getting worse and worse.. it asked for update but it cannot download the updates.. its been hours already, still buffering.. And why we cannot have screen shots anymore? You know that it is important as proof. You are so paranoid of your security that your system sucks already!!",1,1
SC Mobile Vietnam,"Honestly, I am not able to vote 2 stars. My brain and heart have a same voice. This is the worst app I ever used.",1,1
SC Mobile Vietnam,"The UI is very bad. It looks like a project of student in university. The service of bank is also not good at all. They said the hotline number is 24/7, but I called on Saturday morning and it's always busy",2,1
SC Mobile Vietnam,"Super slow, unfriendly interface. Absolutely useless while abroad. So you won't know how much money left and how much you spent.",1,1
SC Mobile Vietnam,Too slow. Too complicated to use. Try to login many times today but it keeps loading. Then i'm late for the credit card due date and i have to pay for it 'coz of your issue???,1,1
SC Mobile Vietnam,"The app keep asking me to upgrade even after I uninstalled and reinstalled the app. It's terrible that I cannot open the app now. Come on SC, it's a banking app. You need to be serious.",1,1
SC Mobile Vietnam,App requires permission to make and manage phone calls. Can't use it if not allow. Why does it need to manage my phone calls???? Why????,2,1
SC Mobile Vietnam,"Very terrible app, even after upgrading new version. Slow app, stupid logic, inconvennient interface, poor service.",1,1
SC Mobile Vietnam,"The app is poorly designed or greatly lack of testing. After loggeg in, there is no way to get rid of the info screen to really use the app unless agree to the sign up SC ....",2,1
SC Mobile Vietnam,"Can't login on Android 6. My account can login in other device which use Android OS version higher than 6. I try with other device also use Android 6 and other Standard account, the issue also happened Please confirm app can run well on Android 6 or not ?",2,1
SC Mobile Vietnam,"I wish it allows me to rate -1 star. - Can't use fingerprint - Very poor navigation in the app. The Back button on Android is useless (unless you want to double tap to quit the app) - Content loading is very slow on every single page - All the links (Find ATM, Help, Contact us...) on the login menu didn't work. It just opens Chrome (nice, thanks) And after all of these feedback, the app was never get updated since last 1.5year.",1,1
SC Mobile Vietnam,"Very bad app. Slow and buggy. It takes minutes to login, when logged in it shows nothing in my account.",1,1
SC Mobile Vietnam,"This is one of the apps that has the worst user experience I have ever seen in my life. And worst of all, users are forced to use this useless app that CAN'T MAKE a SINGLE DECENT transaction.",1,1
SC Mobile Vietnam,"Bad app, the amount doesn't have seperate character. 4 steps to transfer and input Acc No. doesn't have Acc Name. Transfer after 3PM have to wait until 9AM next day.",1,1
SC Mobile Vietnam,Too bad... asked user to upgrade and then could not be upgraded and could not use. How come you claimed you are an international bank with the app like this!,1,1
SC Mobile Vietnam,Terrible app. Crashes more than it works. I think this by design because I can't withdraw/transfer money without this app. Leave SCB! They are hopeless.,1,1
SC Mobile Vietnam,"Invite and ask me many times to open the credit card. After i open and spend more than 4 mil just to get the speaker. And the speaker never comes. Slow app and always bug, wth.",1,1
SC Mobile Vietnam,"The app is too slow and lag, no search for list so one has to scroll to look for items. Bad app.",1,1
SC Mobile Vietnam,It sucks. Crashed very frequently. I couldn't open the app or transfer money when needed. I'll move my money to other banks.,1,1
SC Mobile Vietnam,An unbelievably terrible app. I couldn't even log in to my account in the very first try let alone doing anything with it. This is unacceptable for a banking app. The devs who are responsible for this app should really consider looking for new jobs. I wish I could give this app 0.2 star.,1,1
SC Mobile Vietnam,Retard UX - Tedios process: long opening time -> click on login ->wait for loading -> click on finger print -> click on ad banner => all have long loading time. Previously: finger print option showed up upon opening app,1,1
SC Mobile Vietnam,It takes forever and multiple tries just to log in. Forces user to use SC Mobile Key while that function is completely inconvenient and complicating.,1,1
SC Mobile Vietnam,The app forced me to upgrade when I needed to use it the most. It didn't allow me to ignore the upgrade prompt to login.,1,1
SC Mobile Vietnam,Worst banking app ever . Can't believe it's standard chartered banks official app. Crashes several times and later doesn't even accept password,1,1
SC Mobile Vietnam,"Worst UX Ive ever seen, can't even navigate with Back button. But well, I have to live with it.",1,1
SC Mobile Vietnam,Terrible service. Difficult to use and the app keeps force close.,1,1
SC Mobile Vietnam,The app usually crashs when I try to log in. I can't even access my bank account on app or website because it requires authoritied number in the app. 😡😡,1,1
SC Mobile Vietnam,What a stupid app. I cannot login to app if there is one more logged-in session. It does not auto logout in this case.,1,1
SC Mobile Vietnam,option for SC mobile key disappeared. The UI is slow and not user-friendly,2,1
SC Mobile Vietnam,"Useless, this app has not been working for 4 days now leaving me without access to my accounts and a lot of frustration.",1,1
SC Mobile Vietnam,App can not load info,1,1
SC Mobile Vietnam,"Cannot config fingerprint because ""Enabled"" button has no function. I am using Samsung Note 8",3,1
SC Mobile Vietnam,"The app crashes all the time, logged in to web then being asked for token, i am so so so frustrated.",1,1
SC Mobile Vietnam,App is buggy and lacks the functionality advertised. I cannot generate a login authentication code for a pc login,1,1
SC Mobile Vietnam,"I don't want to register the SC Mobile Key but there isn't even an option to! So I'm just stuck here, unable to log in",1,1
SC Mobile Vietnam,"finger print doesnt work, took a long time to load. usable but no where near satisfy",2,1
SC Mobile Vietnam,"I dont understand why a bank app would like to access camera/calendar and such others things which are unnesssary from clients' mobile, or all you want is collecting the info through personal phone?",1,1
SC Mobile Vietnam,Too slow and unable to see the card transaction details. What a disappointment to a British banking brand!,1,1
SC Mobile Vietnam,very bad experience for user use this mailbox dont do right purpose design of app I cannot how to check purchase on my credit card. very bad,1,1
SC Mobile Vietnam,"I am disapoited for this application, low speed, no marking for thousand million amount, cant use guesture for smart phone, inconvenience for smart phone etc.",1,1
SC Mobile Vietnam,"Terrible app and service, can't log in. Call to support then the SC EE ask to switch from wifi to 4g, but it doesn't work at all",1,1
SC Mobile Vietnam,App crashes when pressing back button. Need to be fixed immediately.,2,1
SC Mobile Vietnam,Need update app. To slow for loading data then stop working. Not good rightnow,3,1
SC Mobile Vietnam,"It said my phone was not secure to launch the app, then it just stopped working. Thank you.",1,1
